jgw_id,char,unicode,pua,otf_wh,jgw_wh,log_wh_diff,status_wh
902,臽,81FD,U+E224,0.65,1.05,0.20827594242708247,OK_LOOSE
903,獻,737B,U+E2D7,0.65,0.77,0.07357736852962626,OK
904,乡xiang,,,,,,SEVERE
905,相,76F8,U+E106,0.57,0.81,0.15261016320615842,OK_LOOSE
906,鄉xiang,,,,,,SEVERE
907,襄,8944,U+E470,0.35,0.64,0.2621119296336115,OK_LOOSE
908,驤xiang,,,,,,SEVERE
909,祥,7965,U+E00E,1.04,0.75,0.14197207590708033,OK
910,亯,4EAF,U+E19B,0.79,0.56,0.14943906428424097,OK
911,飨can,,,,,,SEVERE
912,饗,9957,U+E18B,0.76,0.37,0.31261186821379633,WARN
913,向,5411,U+E22B,0.77,0.56,0.13830269816628146,OK
914,象,8C61,U+E2BE,0.6,0.42,0.1549019599857432,OK_LOOSE
915,小,5C0F,U+E038,0.71,0.92,0.11252947862648005,OK
916,孝,5B5D,U+E27A,0.4,0.62,0.1903316981702914,OK_LOOSE
917,效,6548,U+E0EB,0.62,0.5,0.09342168516223506,OK
918,校,6821,U+E458,0.49,0.75,0.18486518336318639,OK_LOOSE
919,劦,52A6,U+E3DC,0.66,0.68,0.012964977164367649,OK
920,媟,5A9F,U+E383,0.65,0.65,0.0,OK
921,燮,71EE,U+E0C9,0.53,0.64,0.08190410438309813,OK
922,心,5FC3,U+E302,0.77,0.57,0.13061586949999054,OK
923,辛,8F9B,U+E40A,0.64,0.52,0.09017663034908803,OK
924,昕,6615,U+E1F9,0.6,0.71,0.07310709833543166,OK
925,訢,8A22,U+E430,0.64,0.63,0.006839424530305442,OK
926,新,65B0,U+E3E6,0.66,0.55,0.07918124604762482,OK
927,薪jin,,,,,,SEVERE
928,炘,7098,U+E47D,0.55,0.46,0.07760485781266976,OK
929,星,661F,U+E203,0.71,0.62,0.05886665922082136,OK
930,骍xiang,,,,,,SEVERE
931,興,8208,U+E0B5,0.57,0.28,0.30871682433027203,WARN
932,行,884C,U+E087,0.79,0.31,0.40626539745616874,WARN
933,杏,674F,U+E1AE,0.49,0.52,0.025807263606285505,OK
934,姓,59D3,U+E365,0.7,0.71,0.006160308704818447,OK
935,幸,5E78,U+E2F6,0.46,0.5,0.036212172654444715,OK
936,兄,5144,U+E287,0.31,0.62,0.3010299956639812,WARN
937,兇,5147,U+E463,0.31,0.72,0.36597080259699577,WARN
938,匈xiong,,,,,,SEVERE
939,熊,718A,U+E488,0.73,0.58,0.0998948665575186,OK
940,休,4F11,U+E1C7,0.54,0.45,0.07918124604762482,OK
941,羞,7F9E,U+E413,0.65,0.54,0.08051959681988707,OK
942,戌,620C,U+E420,0.72,0.5,0.15836249209524964,OK_LOOSE
943,須,9808,U+E476,0.45,0.41,0.04042865705560822,OK
944,叙,53D9,U+E0F7,0.6,0.63,0.021189299069938095,OK
945,洫xu,,,,,,SEVERE
946,殈xu,,,,,,SEVERE
947,畜,755C,U+E4AA,0.46,0.5,0.036212172654444715,OK
948,續,7E8C,U+E3B0,0.44,0.75,0.23160858690551261,OK_LOOSE
949,宣,5BA3,U+E22A,0.7,0.74,0.024133679716719363,OK
950,旋,65CB,U+E1FE,0.66,0.59,0.048691923899724536,OK
951,辥e,,,,,,SEVERE
952,學,5B78,U+E0FA,0.56,0.7,0.09691001300805634,OK
953,雪yu,,,,,,SEVERE
954,血,8840,U+E17B,0.76,0.7,0.03571555226653458,OK
955,烕,70D5,U+E2E8,0.72,0.48,0.17609125905568124,OK_LOOSE
956,旬,65EC,U+E2A0,0.65,0.84,0.11136592941902607,OK
957,尋,5C0B,U+E0E4,0.59,0.69,0.06799707909511112,OK
958,侚,4F9A,U+E250,0.54,0.56,0.015794267183231903,OK
959,訊,8A0A,U+E0A2,0.74,0.58,0.10580372616803894,OK
960,疋,758B,U+E42E,0.48,0.68,0.15126767533064914,OK_LOOSE
961,亞,4E9E,U+E3F8,0.79,0.81,0.01085792758820832,OK
962,娅,,,,,,SEVERE
963,延chan,,,,,,SEVERE
964,言,8A00,U+E0A0,0.6,0.57,0.022276394711152208,OK
965,炎,708E,U+E2E9,0.71,0.68,0.0187494360128389,OK
966,嵒,5D52,U+E2A8,0.81,0.59,0.1376330072365056,OK
967,虤,.866,,,,,SEVERE
968,衍,884D,U+E314,0.67,0.68,0.006434110005409911,OK
969,演,6F14,U+E315,0.58,0.56,0.015239966556736814,OK
970,妟,599F,U+E37F,0.68,0.59,0.06165690106409214,OK
971,焱,7131,U+E2EA,0.57,0.65,0.05703850097036423,OK
972,燕,71D5,U+E34B,0.82,0.64,0.10763387839982952,OK
973,鬳,9B33,U+E0BA,0.56,0.71,0.10307032171287484,OK
974,央,592E,U+E198,0.62,0.67,0.033683113202572605,OK
975,羊,7F8A,U+E120,0.59,0.46,0.1080941799605701,OK
976,昜,661C,U+E2B1,0.64,0.62,0.013788284485633285,OK
977,陽,967D,U+E3EF,0.69,0.5,0.13987908640123647,OK
978,敭yang,,,,,,SEVERE
979,養,,,,,,SEVERE
980,夭,592D,U+E2F3,0.64,0.59,0.03532796234174298,OK
981,爻,723B,U+E101,0.59,0.68,0.06165690106409217,OK
982,堯,582F,U+E3D0,0.55,0.52,0.024359345859444693,OK
983,杳,6773,U+E1BA,0.59,0.47,0.0987541537064267,OK
984,要,8981,U+E0B6,0.58,22.0,1.578994687259269,SEVERE
985,野,91CE,U+E3D3,0.71,0.61,0.06592851370830824,OK
986,枼xe,,,,,,SEVERE
987,頁,9801,U+E291,0.44,0.5,0.05551732784983137,OK
988,一,4E00,U+E002,6.07,0.68,0.9506797783690212,SEVERE
989,伊,4F0A,U+E24F,0.55,0.29,0.2779646915952878,OK_LOOSE
990,衣,8863,U+E274,0.82,0.75,0.03875258899201662,OK
991,医,533B,U+E3A2,0.56,0.62,0.04420366249205342,OK
992,依,4F9D,U+E255,0.69,0.39,0.24778448371075604,OK_LOOSE
993,夷,5937,U+E2EF,0.35,0.69,0.29478104638697966,OK_LOOSE
994,宜,5B9C,U+E231,0.73,0.52,0.14731951648565672,OK
995,疑yi,,,,,,SEVERE
996,彝,5F5D,U+E3B9,0.61,0.54,0.05293607518779849,OK
997,乙,4E59,U+E401,0.43,0.53,0.09080741402120256,OK
998,已yi,,,,,,SEVERE
999,乂,4E42,U+E389,0.51,0.5,0.00860017176191757,OK
1000,弋,5F0B,U+E4A0,0.49,0.6,0.08795517035512998,OK
1001,亦,4EA6,U+E2F0,0.65,0.45,0.15970084286751188,OK_LOOSE
1002,伇,4F07,U+E0E2,0.52,0.31,0.2246416498005265,OK_LOOSE
1003,邑,9091,U+E1EB,0.36,0.68,0.2762064119389491,OK_LOOSE
1004,易,6613,U+E2BD,0.71,0.74,0.01797337101190092,OK
1005,益,76CA,U+E177,0.7,0.5,0.146128035678238,OK
1006,異,7570,U+E0B4,0.56,0.72,0.10914446942506797,OK
1007,翊,7FCA,U+E111,0.62,0.5,0.09342168516223506,OK
1008,逸,9038,U+E2D0,0.52,0.71,0.13525500508427613,OK
1009,義,7FA9,U+E39C,0.72,0.36,0.3010299956639812,WARN
1010,肄yi,,,,,,SEVERE
1011,蓺,84FA,U+E0C0,0.4,0.62,0.1903316981702914,OK_LOOSE
1012,翼yi,,,,,,SEVERE
1013,因,56E0,U+E1DD,0.76,0.57,0.1249387366083,OK
1014,殷,6BB7,U+E46E,0.62,0.62,0.0,OK
1015,隂yin,,,,,,SEVERE
1016,乑yin,,,,,,SEVERE
1017,寅,5BC5,U+E414,0.61,0.48,0.10408859763517979,OK
1018,嚚,569A,U+E092,0.65,0.46,0.1501555249612815,OK_LOOSE
1019,尹,5C39,U+E0CA,0.36,0.68,0.2762064119389491,OK_LOOSE
1020,饮yin,,,,,,SEVERE
1021,印,5370,U+E29B,0.32,0.65,0.30776337832294964,WARN
1022,嬰,5B30,U+E381,0.68,0.61,0.047179077695469335,OK
1023,鹰huan,,,,,,SEVERE
1024,萦ying,,,,,,SEVERE
1025,邕,9095,U+E336,0.54,0.5,0.03342375548694973,OK
1026,庸,5EB8,U+E436,0.44,0.72,0.21387981994508098,OK_LOOSE
1027,雝,96DD,U+E119,0.54,0.54,0.0,OK
1028,饔,9954,U+E189,0.73,0.56,0.11513483311425542,OK
1029,永,6C38,U+E33A,0.56,0.54,0.015794267183231885,OK
1030,用,7528,U+E0FE,0.62,0.64,0.013788284485633297,OK
1031,攸,6538,U+E0EF,0.59,0.52,0.05484866800734502,OK
1032,幽,5E7D,U+E133,0.61,0.33,0.2668158951328795,OK_LOOSE
1033,麀,9E80,U+E2CD,0.55,0.71,0.1108956592248314,OK
1034,憂xu,,,,,,SEVERE
1035,尤,5C24,U+E402,0.35,0.45,0.1091444694250681,OK
1036,由,7531,U+E4A9,0.75,0.7,0.029963223377443202,OK
1037,油,6CB9,U+E30B,1.0,0.73,0.13667713987954408,OK
1038,游,6E38,U+E1FD,0.46,0.48,0.018483405694013126,OK
1039,猶,7336,U+E2DA,0.73,0.42,0.24007356972255545,OK_LOOSE
1040,友,53CB,U+E0D5,0.54,0.48,0.051152522447381374,OK
1041,有,6709,U+E205,0.44,0.61,0.14187715852457958,OK
1042,卣,5363,U+E45F,0.51,0.24,0.32735893438633035,WARN
1043,酉,9149,U+E41C,0.57,0.27,0.324511091513504,WARN
1044,又,53C8,U+E0C5,0.33,0.32,0.013363961557981502,OK
1045,右,53F3,U+E057,0.31,0.73,0.3719611662861832,WARN
1046,幼,5E7C,U+E131,0.37,0.22,0.22577904324478879,OK_LOOSE
1047,囿,56FF,U+E1DC,0.73,0.69,0.0244737693832006,OK
1048,姷,59F7,U+E380,0.29,1.0,0.5376020021010439,WARN
1049,祐,7950,U+E011,0.72,0.55,0.11696980693702454,OK
1050,扜,625C,U+E363,0.93,0.58,0.20505495499099788,OK_LOOSE
1051,迂yu,,,,,,SEVERE
1052,余,4F59,U+E042,0.58,0.57,0.007553137890445907,OK
1053,妤yu,,,,,,SEVERE
1054,盂,76C2,U+E174,0.58,0.58,0.0,OK
1055,臾yu,,,,,,SEVERE
1056,鱼yu,,,,,,SEVERE
1057,雩,96E9,U+E346,0.57,0.56,0.007686828666290861,OK
1058,魚,9B5A,U+E349,0.74,0.52,0.15322837609617698,OK_LOOSE
1059,漁,6F01,U+E34A,0.76,0.74,0.011581872549815138,OK
1060,輿,8F3F,U+E3EA,0.43,0.75,0.2415928078121135,OK_LOOSE
1061,宇,5B87,U+E464,0.78,0.41,0.27931074597074496,OK_LOOSE
1062,羽,7FBD,U+E110,0.45,0.68,0.17929639893089266,OK_LOOSE
1063,雨,96E8,U+E33E,0.47,0.41,0.05931400121598193,OK
1064,匬,532C,U+E3A5,0.63,0.48,0.11809931207799448,OK
1065,圉,5709,U+E2F8,0.66,0.67,0.00653086715895778,OK
1066,玉,7389,U+E021,0.39,0.42,0.03218468337140124,OK
1067,育,80B2,U+E411,0.54,0.53,0.00811789022217946,OK
1068,昱,6631,U+E1F7,0.75,0.76,0.005752328889091323,OK
1069,狱cao,,,,,,SEVERE
1070,御,5FA1,U+E085,0.66,0.55,0.07918124604762482,OK
1071,籞,,,,,,SEVERE
1072,鬱,9B31,U+E459,0.72,0.53,0.1330566268304794,OK
1073,鸢,,,,,,SEVERE
1074,淵,6DF5,U+E319,0.69,0.57,0.08297423506476391,OK
1075,元,5143,U+E003,0.55,0.29,0.2779646915952878,OK_LOOSE
1076,爰,7230,U+E136,0.31,0.5,0.20760831050174613,OK_LOOSE
1077,員,54E1,U+E1E1,0.52,0.53,0.008272525965989885,OK
1078,袁,8881,U+E46F,0.55,0.81,0.16812232938440588,OK_LOOSE
1079,逺yuan,,,,,,SEVERE
1080,遠,9060,U+E42D,0.79,0.74,0.028395371559465227,OK
1081,夗,5917,U+E20A,0.5,0.48,0.017728766960431616,OK
1082,怨yuan,,,,,,SEVERE
1083,曰,66F0,U+E159,0.8,0.34,0.37161106994968846,WARN
1084,月,6708,U+E204,0.42,0.42,0.0,OK
1085,戉,6209,U+E39A,0.49,0.68,0.14231283267772274,OK
1086,刖,5216,U+E148,0.69,0.44,0.19539641425106788,OK_LOOSE
1087,粤,7CA4,U+E165,0.5,0.63,0.10037054511756292,OK
1088,龠,9FA0,U+E08D,0.69,0.5,0.13987908640123647,OK
1089,雲,96F2,U+E348,0.51,0.32,0.2024201977780304,OK_LOOSE
1090,允,5141,U+E285,0.33,0.36,0.037788560889399754,OK
1091,孕,5B55,U+E40F,0.41,1.06,0.4125220085450348,WARN
1092,暈,6688,U+E1FA,1.05,0.57,0.2653144433974467,OK_LOOSE
1093,雥,96E5,U+E127,0.58,1.12,0.2857900291072444,OK_LOOSE
1094,灾zai,,,,,,SEVERE
1095,甾,753E,U+E3A6,0.82,0.68,0.08130493967748034,OK
1096,烖,70D6,U+E2E6,0.67,0.7,0.01902323731343033,OK
1097,宰,5BB0,U+E230,0.69,0.69,0.0,OK
1098,载zai,,,,,,SEVERE
1099,載,8F09,U+E4AD,0.74,0.74,0.0,OK
1100,再,518D,U+E12F,0.65,0.42,0.18966406624495513,OK_LOOSE
1101,在,5728,U+E3CD,0.49,0.67,0.13587872267231282,OK
1102,臧,81E7,U+E0DD,0.67,0.55,0.08571211320658262,OK
1103,葬,846C,U+E037,0.61,0.59,0.014477823368622899,OK
1104,鑿,947F,U+E4AC,0.6,0.57,0.022276394711152208,OK
1105,噪zao,,,,,,SEVERE
1106,責,8CAC,U+E1E7,0.45,0.65,0.1597008428675119,OK_LOOSE
1107,夨,5928,U+E2F1,0.64,0.85,0.12323895173040557,OK
1108,昃,6603,U+E1F4,0.83,0.72,0.06174559594480541,OK
1109,曾,66FE,U+E03C,0.69,0.4,0.23678909940929288,OK_LOOSE
1110,乍,4E4D,U+E39F,0.49,0.59,0.08065593161363052,OK
1111,栅,6805,U+E1BC,0.61,0.54,0.05293607518779849,OK
1112,宅,5B85,U+E228,0.58,0.35,0.2193599492126616,OK_LOOSE
1113,翟,7FDF,U+E43B,0.38,0.44,0.06366907986937727,OK
1114,占,5360,U+E0FD,0.52,0.45,0.06279082985945553,OK
1115,召,53EC,U+E052,0.55,0.81,0.16812232938440588,OK_LOOSE
1116,兆,5146,U+E03F,0.79,0.61,0.11229725627967443,OK
1117,肇,8087,U+E38E,0.57,0.41,0.14309099895275587,OK
1118,折,6298,U+E031,0.39,0.44,0.05238806945968823,OK
1119,貞,8C9E,U+E0FC,0.52,0.69,0.12284574710245608,OK
1120,振zhen,,,,,,SEVERE
1121,朕,6715,U+E27F,0.73,0.5,0.1643528557844371,OK_LOOSE
1122,震,9707,U+E491,0.54,0.45,0.07918124604762482,OK
1123,征,5F81,U+E06D,0.5,0.3,0.2218487496163564,OK_LOOSE
1124,爭,722D,U+E43E,0.35,0.47,0.12802981358544185,OK
1125,蒸,84B8,U+E481,0.5,0.54,0.03342375548694975,OK
1126,正,6B63,U+E06B,0.55,0.44,0.09691001300805642,OK
1127,政,653F,U+E0EC,0.49,0.65,0.12271727661434192,OK
1128,之,4E4B,U+E1D1,0.74,0.41,0.25644786301124073,OK_LOOSE
1129,隻,96BB,U+E113,0.42,0.56,0.12493873660830002,OK
1130,戠,6220,U+E398,0.62,0.68,0.04011722320798245,OK
1131,直,76F4,U+E39D,0.74,0.48,0.18799048235538898,OK_LOOSE
1132,姪zhi,,,,,,SEVERE
1133,執,57F7,U+E2F7,0.57,0.79,0.14175223561795006,OK
1134,植mu,,,,,,SEVERE
1135,馽,99BD,U+E2C4,0.69,0.73,0.024473769383200585,OK
1136,止,6B62,U+E062,0.53,0.52,0.008272525965989857,OK
1137,旨,65E8,U+E166,0.53,0.54,0.00811789022217945,OK
1138,沚,6C9A,U+E31B,0.63,0.54,0.06694678963061314,OK
1139,祉,7949,U+E00F,0.83,0.85,0.010340833338218842,OK
1140,至,81F3,U+E34F,0.54,0.48,0.051152522447381374,OK
1141,豸,8C78,U+E2BB,0.44,0.43,0.009984220906600923,OK
1142,治fu,,,,,,SEVERE
1143,陟,965F,U+E3F1,0.51,0.58,0.05585781746500087,OK
1144,彘,5F58,U+E2B9,0.57,0.36,0.1995723549052041,OK_LOOSE
1145,智zhi,,,,,,SEVERE
1146,廌,5ECC,U+E2C6,0.42,0.48,0.057991946977686754,OK
1147,雉,96C9,U+E115,0.64,0.72,0.051152522447381256,OK
1148,疐,7590,U+E135,0.52,0.67,0.11007145906602726,OK
1149,摯,,,,,,SEVERE
1150,櫛jie,,,,,,SEVERE
1151,中,4E2D,U+E024,0.57,0.84,0.16840443038939032,OK_LOOSE
1152,終,7D42,U+E3B3,0.9,0.62,0.161850819941071,OK_LOOSE
1153,衆,8846,U+E270,0.59,0.43,0.13738355606255767,OK
1154,州,5DDE,U+E338,0.63,0.67,0.02673425324724476,OK
1155,舟,821F,U+E27D,0.61,0.54,0.05293607518779849,OK
1156,周,5468,U+E059,0.6,0.52,0.062147906748844434,OK
1157,帚,5E1A,U+E246,0.49,0.46,0.027438248346939524,OK
1158,纣,,,,,,SEVERE
1159,宙,5B99,U+E238,0.82,0.32,0.4086638740638107,WARN
1160,胄,80C4,U+E43F,0.37,0.57,0.1876731316054964,OK_LOOSE
1161,晝,665D,U+E433,0.53,0.36,0.1679733688335018,OK_LOOSE
1162,驟,9A5F,U+E47B,0.39,0.61,0.1942652279842678,OK_LOOSE
1163,朱,6731,U+E1B4,0.59,0.91,0.18818938067894947,OK_LOOSE
1164,竹,7AF9,U+E151,0.9,0.52,0.23823916580452573,OK_LOOSE
1165,逐,9010,U+E077,0.57,0.33,0.23736091579460386,OK_LOOSE
1166,主,4E3B,U+E17E,0.38,0.4,0.022276394711152253,OK
1167,壴,58F4,U+E168,0.4,0.52,0.11394335230683675,OK
1168,祝,795D,U+E018,0.52,0.38,0.136219747017989,OK
1169,貯,8CAF,U+E1E4,0.46,0.62,0.1296338578166798,OK
1170,鑄,9444,U+E3DE,0.63,0.52,0.08333720581878251,OK
1171,爪,722A,U+E0BC,0.56,0.31,0.25682633317192777,OK_LOOSE
1172,叀zhuan,,,,,,SEVERE
1173,專,5C08,U+E0E5,0.44,0.5,0.05551732784983137,OK
1174,转zhuan,,,,,,SEVERE
1175,妝,599D,U+E382,0.76,0.73,0.017490732160335427,OK
1176,隹,96B9,U+E112,0.56,0.5,0.04921802267018165,OK
1177,追,8FFD,U+E076,0.41,0.39,0.021719249693236214,OK
1178,椎,690E,U+E457,0.71,0.68,0.0187494360128389,OK
1179,沝,6C9D,U+E332,0.74,0.68,0.03672280702473984,OK
1180,涿,6DBF,U+E327,0.6,0.58,0.014723256820706378,OK
1181,斫,65AB,U+E3E5,0.56,0.54,0.015794267183231885,OK
1182,灂,7042,U+E318,0.56,0.55,0.007825337511956621,OK
1183,仔,4ED4,U+E25F,0.71,0.7,0.006160308704818433,OK
1184,兹,5179,U+E02A,0.59,0.55,0.030489322147900264,OK
1185,滋,6ECB,U+E31A,0.81,0.83,0.01059307349742409,OK
1186,子,5B50,U+E40E,0.55,0.53,0.016086819893454795,OK
1187,自,81EA,U+E10B,0.43,0.39,0.042403848553087264,OK
1188,胾,80FE,U+E140,0.6,0.58,0.014723256820706378,OK
1189,宗,5B97,U+E237,0.8,0.64,0.09691001300805642,OK
1190,走,8D70,U+E427,0.65,0.59,0.04206134500071145,OK
1191,奏,594F,U+E485,0.54,0.53,0.00811789022217946,OK
1192,足,8DB3,U+E08A,0.52,0.68,0.11650556907143719,OK
1193,卒,5352,U+E275,0.71,0.48,0.1700171113434881,OK_LOOSE
1194,族,65CF,U+E200,0.47,0.74,0.19713386179525877,OK_LOOSE
1195,俎,4FCE,U+E3E2,0.6,0.41,0.16536739366390812,OK_LOOSE
1196,爼zu,,,,,,SEVERE
1197,祖,7956,U+E014,0.75,0.7,0.029963223377443202,OK
1198,尊,5C0A,U+E41F,0.61,0.79,0.11229725627967445,OK
1199,罇zun,,,,,,SEVERE
1200,左,5DE6,U+E0D6,0.39,0.67,0.2350101956743272,OK_LOOSE
1201,佐,4F50,U+E446,0.42,0.31,0.13188759656362775,OK
1202,作,4F5C,U+E259,0.51,0.37,0.13936845203094142,OK
1203,zai,,,,,,SEVERE
